"VRSTA VOZILA";"OBÈINE";"LETO";Cestna vozila konec leta (31.12.)
"Vozila - SKUPAJ";"Grosuplje";"2017";15236
"Vozila - SKUPAJ";"Grosuplje";"2018";15818
"Vozila - SKUPAJ";"Grosuplje";"2019";16247
"Vozila - SKUPAJ";"Hajdina";"2010";2809
"Vozila - SKUPAJ";"Hajdina";"2011";2851
"Vozila - SKUPAJ";"Hajdina";"2012";2872
"Vozila - SKUPAJ";"Hajdina";"2013";2941
"Vozila - SKUPAJ";"Hajdina";"2014";2951
"Vozila - SKUPAJ";"Hajdina";"2015";2944
"Vozila - SKUPAJ";"Hajdina";"2016";2997
"Vozila - SKUPAJ";"Hajdina";"2017";3108
"Vozila - SKUPAJ";"Hajdina";"2018";3242
"Vozila - SKUPAJ";"Hajdina";"2019";3299
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2010";7289
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2011";7358
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2012";7453
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2013";7517
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2014";7574
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2015";7689
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2016";7912
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2017";8194
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2018";8642
"Vozila - SKUPAJ";"Hoèe - Slivnica";"2019";8858
"Vozila - SKUPAJ";"Hodoš/Hodos";"2010";261
"Vozila - SKUPAJ";"Hodoš/Hodos";"2011";263
"Vozila - SKUPAJ";"Hodoš/Hodos";"2012";263
"Vozila - SKUPAJ";"Hodoš/Hodos";"2013";259
"Vozila - SKUPAJ";"Hodoš/Hodos";"2014";265
"Vozila - SKUPAJ";"Hodoš/Hodos";"2015";261
"Vozila - SKUPAJ";"Hodoš/Hodos";"2016";275
"Vozila - SKUPAJ";"Hodoš/Hodos";"2017";285
"Vozila - SKUPAJ";"Hodoš/Hodos";"2018";288
"Vozila - SKUPAJ";"Hodoš/Hodos";"2019";300
"Vozila - SKUPAJ";"Horjul";"2010";2139
"Vozila - SKUPAJ";"Horjul";"2011";2143
"Vozila - SKUPAJ";"Horjul";"2012";2176
"Vozila - SKUPAJ";"Horjul";"2013";2161
"Vozila - SKUPAJ";"Horjul";"2014";2185
"Vozila - SKUPAJ";"Horjul";"2015";2267
"Vozila - SKUPAJ";"Horjul";"2016";2306
"Vozila - SKUPAJ";"Horjul";"2017";2369
"Vozila - SKUPAJ";"Horjul";"2018";2460
"Vozila - SKUPAJ";"Horjul";"2019";2509
"Vozila - SKUPAJ";"Hrastnik";"2010";5384
"Vozila - SKUPAJ";"Hrastnik";"2011";5328
"Vozila - SKUPAJ";"Hrastnik";"2012";5267
"Vozila - SKUPAJ";"Hrastnik";"2013";5244
"Vozila - SKUPAJ";"Hrastnik";"2014";5268
"Vozila - SKUPAJ";"Hrastnik";"2015";5258
"Vozila - SKUPAJ";"Hrastnik";"2016";5358
"Vozila - SKUPAJ";"Hrastnik";"2017";5533
"Vozila - SKUPAJ";"Hrastnik";"2018";5792
"Vozila - SKUPAJ";"Hrastnik";"2019";5936
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2010";3561
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2011";3628
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2012";3699
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2013";3758
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2014";3870
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2015";4005
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2016";4090
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2017";4240
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2018";4359
"Vozila - SKUPAJ";"Hrpelje - Kozina";"2019";4431
"Vozila - SKUPAJ";"Idrija";"2010";7785
"Vozila - SKUPAJ";"Idrija";"2011";7898
"Vozila - SKUPAJ";"Idrija";"2012";7934
"Vozila - SKUPAJ";"Idrija";"2013";7976
"Vozila - SKUPAJ";"Idrija";"2014";8062
"Vozila - SKUPAJ";"Idrija";"2015";8069
"Vozila - SKUPAJ";"Idrija";"2016";8257
"Vozila - SKUPAJ";"Idrija";"2017";8527
"Vozila - SKUPAJ";"Idrija";"2018";8744
"Vozila - SKUPAJ";"Idrija";"2019";8941
"Vozila - SKUPAJ";"Ig";"2010";4772
"Vozila - SKUPAJ";"Ig";"2011";4894
"Vozila - SKUPAJ";"Ig";"2012";5059
"Vozila - SKUPAJ";"Ig";"2013";5036
"Vozila - SKUPAJ";"Ig";"2014";5121
"Vozila - SKUPAJ";"Ig";"2015";5242
"Vozila - SKUPAJ";"Ig";"2016";5260
"Vozila - SKUPAJ";"Ig";"2017";5445
"Vozila - SKUPAJ";"Ig";"2018";5540
"Vozila - SKUPAJ";"Ig";"2019";5701
"Vozila - SKUPAJ";"Ilirska Bistrica";"2010";10969
"Vozila - SKUPAJ";"Ilirska Bistrica";"2011";11232
"Vozila - SKUPAJ";"Ilirska Bistrica";"2012";11432
"Vozila - SKUPAJ";"Ilirska Bistrica";"2013";11454
"Vozila - SKUPAJ";"Ilirska Bistrica";"2014";11555
"Vozila - SKUPAJ";"Ilirska Bistrica";"2015";11719
"Vozila - SKUPAJ";"Ilirska Bistrica";"2016";11892
"Vozila - SKUPAJ";"Ilirska Bistrica";"2017";12274
"Vozila - SKUPAJ";"Ilirska Bistrica";"2018";12615
"Vozila - SKUPAJ";"Ilirska Bistrica";"2019";12824
"Vozila - SKUPAJ";"Ivanèna Gorica";"2010";11797
"Vozila - SKUPAJ";"Ivanèna Gorica";"2011";12016
"Vozila - SKUPAJ";"Ivanèna Gorica";"2012";12323
"Vozila - SKUPAJ";"Ivanèna Gorica";"2013";12465
"Vozila - SKUPAJ";"Ivanèna Gorica";"2014";12808
"Vozila - SKUPAJ";"Ivanèna Gorica";"2015";13073
"Vozila - SKUPAJ";"Ivanèna Gorica";"2016";13221
"Vozila - SKUPAJ";"Ivanèna Gorica";"2017";13779
"Vozila - SKUPAJ";"Ivanèna Gorica";"2018";14256
"Vozila - SKUPAJ";"Ivanèna Gorica";"2019";14633
"Vozila - SKUPAJ";"Izola/Isola";"2010";10283
"Vozila - SKUPAJ";"Izola/Isola";"2011";10254
"Vozila - SKUPAJ";"Izola/Isola";"2012";10209
"Vozila - SKUPAJ";"Izola/Isola";"2013";10198
"Vozila - SKUPAJ";"Izola/Isola";"2014";10204
"Vozila - SKUPAJ";"Izola/Isola";"2015";10221
"Vozila - SKUPAJ";"Izola/Isola";"2016";10371
"Vozila - SKUPAJ";"Izola/Isola";"2017";10922
"Vozila - SKUPAJ";"Izola/Isola";"2018";11439
"Vozila - SKUPAJ";"Izola/Isola";"2019";11713
"Vozila - SKUPAJ";"Jesenice";"2010";11327
"Vozila - SKUPAJ";"Jesenice";"2011";11303
"Vozila - SKUPAJ";"Jesenice";"2012";11365
"Vozila - SKUPAJ";"Jesenice";"2013";11187
"Vozila - SKUPAJ";"Jesenice";"2014";11185
"Vozila - SKUPAJ";"Jesenice";"2015";11288
"Vozila - SKUPAJ";"Jesenice";"2016";11504
"Vozila - SKUPAJ";"Jesenice";"2017";11852
"Vozila - SKUPAJ";"Jesenice";"2018";12393
"Vozila - SKUPAJ";"Jesenice";"2019";12737
"Vozila - SKUPAJ";"Jezersko";"2010";453
"Vozila - SKUPAJ";"Jezersko";"2011";439
"Vozila - SKUPAJ";"Jezersko";"2012";428
"Vozila - SKUPAJ";"Jezersko";"2013";422
"Vozila - SKUPAJ";"Jezersko";"2014";427
"Vozila - SKUPAJ";"Jezersko";"2015";447
"Vozila - SKUPAJ";"Jezersko";"2016";471
"Vozila - SKUPAJ";"Jezersko";"2017";480
"Vozila - SKUPAJ";"Jezersko";"2018";487
"Vozila - SKUPAJ";"Jezersko";"2019";508
"Vozila - SKUPAJ";"Juršinci";"2010";1723
"Vozila - SKUPAJ";"Juršinci";"2011";1771
"Vozila - SKUPAJ";"Juršinci";"2012";1803
"Vozila - SKUPAJ";"Juršinci";"2013";1820
"Vozila - SKUPAJ";"Juršinci";"2014";1823
"Vozila - SKUPAJ";"Juršinci";"2015";1826
"Vozila - SKUPAJ";"Juršinci";"2016";1846
"Vozila - SKUPAJ";"Juršinci";"2017";1921
"Vozila - SKUPAJ";"Juršinci";"2018";1967
"Vozila - SKUPAJ";"Juršinci";"2019";2024
"Vozila - SKUPAJ";"Kamnik";"2010";17928
"Vozila - SKUPAJ";"Kamnik";"2011";18155
"Vozila - SKUPAJ";"Kamnik";"2012";18294
"Vozila - SKUPAJ";"Kamnik";"2013";18357
"Vozila - SKUPAJ";"Kamnik";"2014";18528
"Vozila - SKUPAJ";"Kamnik";"2015";19022
"Vozila - SKUPAJ";"Kamnik";"2016";19385
"Vozila - SKUPAJ";"Kamnik";"2017";20051
"Vozila - SKUPAJ";"Kamnik";"2018";20447
"Vozila - SKUPAJ";"Kamnik";"2019";21000
"Vozila - SKUPAJ";"Kanal";"2010";4073
"Vozila - SKUPAJ";"Kanal";"2011";4115
"Vozila - SKUPAJ";"Kanal";"2012";4065
"Vozila - SKUPAJ";"Kanal";"2013";4074
"Vozila - SKUPAJ";"Kanal";"2014";4076
"Vozila - SKUPAJ";"Kanal";"2015";4089
"Vozila - SKUPAJ";"Kanal";"2016";4133
"Vozila - SKUPAJ";"Kanal";"2017";4328
"Vozila - SKUPAJ";"Kanal";"2018";4456
"Vozila - SKUPAJ";"Kanal";"2019";4545
"Vozila - SKUPAJ";"Kidrièevo";"2010";4870
"Vozila - SKUPAJ";"Kidrièevo";"2011";5004
"Vozila - SKUPAJ";"Kidrièevo";"2012";5021
"Vozila - SKUPAJ";"Kidrièevo";"2013";5078
"Vozila - SKUPAJ";"Kidrièevo";"2014";5195
"Vozila - SKUPAJ";"Kidrièevo";"2015";5285
"Vozila - SKUPAJ";"Kidrièevo";"2016";5358
"Vozila - SKUPAJ";"Kidrièevo";"2017";5509
"Vozila - SKUPAJ";"Kidrièevo";"2018";5683
"Vozila - SKUPAJ";"Kidrièevo";"2019";5757
"Vozila - SKUPAJ";"Kobarid";"2010";2897
"Vozila - SKUPAJ";"Kobarid";"2011";2923
"Vozila - SKUPAJ";"Kobarid";"2012";2934
"Vozila - SKUPAJ";"Kobarid";"2013";2937
"Vozila - SKUPAJ";"Kobarid";"2014";2948
"Vozila - SKUPAJ";"Kobarid";"2015";2940
"Vozila - SKUPAJ";"Kobarid";"2016";2994
"Vozila - SKUPAJ";"Kobarid";"2017";3062
"Vozila - SKUPAJ";"Kobarid";"2018";3211
"Vozila - SKUPAJ";"Kobarid";"2019";3258
"Vozila - SKUPAJ";"Kobilje";"2010";401
"Vozila - SKUPAJ";"Kobilje";"2011";402
"Vozila - SKUPAJ";"Kobilje";"2012";420
"Vozila - SKUPAJ";"Kobilje";"2013";415
"Vozila - SKUPAJ";"Kobilje";"2014";423
"Vozila - SKUPAJ";"Kobilje";"2015";435
"Vozila - SKUPAJ";"Kobilje";"2016";438
"Vozila - SKUPAJ";"Kobilje";"2017";443
"Vozila - SKUPAJ";"Kobilje";"2018";459
"Vozila - SKUPAJ";"Kobilje";"2019";468
"Vozila - SKUPAJ";"Koèevje";"2010";9348
"Vozila - SKUPAJ";"Koèevje";"2011";9412
"Vozila - SKUPAJ";"Koèevje";"2012";9330
"Vozila - SKUPAJ";"Koèevje";"2013";9259
"Vozila - SKUPAJ";"Koèevje";"2014";9295
"Vozila - SKUPAJ";"Koèevje";"2015";9325
"Vozila - SKUPAJ";"Koèevje";"2016";9514
"Vozila - SKUPAJ";"Koèevje";"2017";9879
"Vozila - SKUPAJ";"Koèevje";"2018";10196
"Vozila - SKUPAJ";"Koèevje";"2019";10450
"Vozila - SKUPAJ";"Komen";"2010";3141
"Vozila - SKUPAJ";"Komen";"2011";3189
"Vozila - SKUPAJ";"Komen";"2012";3227
"Vozila - SKUPAJ";"Komen";"2013";3286
"Vozila - SKUPAJ";"Komen";"2014";3326
"Vozila - SKUPAJ";"Komen";"2015";3312
"Vozila - SKUPAJ";"Komen";"2016";3360
"Vozila - SKUPAJ";"Komen";"2017";3536
"Vozila - SKUPAJ";"Komen";"2018";3619
"Vozila - SKUPAJ";"Komen";"2019";3664
"Vozila - SKUPAJ";"Komenda";"2010";4035
"Vozila - SKUPAJ";"Komenda";"2011";4182
"Vozila - SKUPAJ";"Komenda";"2012";4259
"Vozila - SKUPAJ";"Komenda";"2013";4309
"Vozila - SKUPAJ";"Komenda";"2014";4412
"Vozila - SKUPAJ";"Komenda";"2015";4631
"Vozila - SKUPAJ";"Komenda";"2016";4762
"Vozila - SKUPAJ";"Komenda";"2017";4965
"Vozila - SKUPAJ";"Komenda";"2018";5235
"Vozila - SKUPAJ";"Komenda";"2019";5522
"Vozila - SKUPAJ";"Koper/Capodistria";"2010";38499
"Vozila - SKUPAJ";"Koper/Capodistria";"2011";38887
"Vozila - SKUPAJ";"Koper/Capodistria";"2012";38506
"Vozila - SKUPAJ";"Koper/Capodistria";"2013";38578
"Vozila - SKUPAJ";"Koper/Capodistria";"2014";38940
"Vozila - SKUPAJ";"Koper/Capodistria";"2015";37508
"Vozila - SKUPAJ";"Koper/Capodistria";"2016";38331
"Vozila - SKUPAJ";"Koper/Capodistria";"2017";40309
"Vozila - SKUPAJ";"Koper/Capodistria";"2018";41687
"Vozila - SKUPAJ";"Koper/Capodistria";"2019";42552
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2010";1393
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2011";1641
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2012";1902
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2013";1959
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2014";1978
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2015";2002
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2016";2036
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2017";2114
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2018";2185
"Vozila - SKUPAJ";"Kostanjevica na Krki";"2019";2214
"Vozila - SKUPAJ";"Kostel";"2010";426
"Vozila - SKUPAJ";"Kostel";"2011";432
"Vozila - SKUPAJ";"Kostel";"2012";438
"Vozila - SKUPAJ";"Kostel";"2013";447
"Vozila - SKUPAJ";"Kostel";"2014";446
"Vozila - SKUPAJ";"Kostel";"2015";426
"Vozila - SKUPAJ";"Kostel";"2016";451
"Vozila - SKUPAJ";"Kostel";"2017";448
"Vozila - SKUPAJ";"Kostel";"2018";480
"Vozila - SKUPAJ";"Kostel";"2019";481
"Vozila - SKUPAJ";"Kozje";"2010";2496
"Vozila - SKUPAJ";"Kozje";"2011";2530
"Vozila - SKUPAJ";"Kozje";"2012";2587
"Vozila - SKUPAJ";"Kozje";"2013";2651
"Vozila - SKUPAJ";"Kozje";"2014";2651
"Vozila - SKUPAJ";"Kozje";"2015";2708
"Vozila - SKUPAJ";"Kozje";"2016";2803
"Vozila - SKUPAJ";"Kozje";"2017";2861
"Vozila - SKUPAJ";"Kozje";"2018";2890
"Vozila - SKUPAJ";"Kozje";"2019";2958
"Vozila - SKUPAJ";"Kranj";"2010";34646
"Vozila - SKUPAJ";"Kranj";"2011";34985
"Vozila - SKUPAJ";"Kranj";"2012";34791
"Vozila - SKUPAJ";"Kranj";"2013";34686
"Vozila - SKUPAJ";"Kranj";"2014";35073
"Vozila - SKUPAJ";"Kranj";"2015";35861
"Vozila - SKUPAJ";"Kranj";"2016";36592
"Vozila - SKUPAJ";"Kranj";"2017";37714
"Vozila - SKUPAJ";"Kranj";"2018";38174
"Vozila - SKUPAJ";"Kranj";"2019";38979
"Vozila - SKUPAJ";"Kranjska Gora";"2010";3675
"Vozila - SKUPAJ";"Kranjska Gora";"2011";3707
"Vozila - SKUPAJ";"Kranjska Gora";"2012";3684
"Vozila - SKUPAJ";"Kranjska Gora";"2013";3668
"Vozila - SKUPAJ";"Kranjska Gora";"2014";3703
"Vozila - SKUPAJ";"Kranjska Gora";"2015";3684
"Vozila - SKUPAJ";"Kranjska Gora";"2016";3792
"Vozila - SKUPAJ";"Kranjska Gora";"2017";3887
"Vozila - SKUPAJ";"Kranjska Gora";"2018";3984
"Vozila - SKUPAJ";"Kranjska Gora";"2019";4037
"Vozila - SKUPAJ";"Križevci";"2010";2679
"Vozila - SKUPAJ";"Križevci";"2011";2720
"Vozila - SKUPAJ";"Križevci";"2012";2773
"Vozila - SKUPAJ";"Križevci";"2013";2756
"Vozila - SKUPAJ";"Križevci";"2014";2816
"Vozila - SKUPAJ";"Križevci";"2015";2807
"Vozila - SKUPAJ";"Križevci";"2016";2893
"Vozila - SKUPAJ";"Križevci";"2017";3018
"Vozila - SKUPAJ";"Križevci";"2018";3099
"Vozila - SKUPAJ";"Križevci";"2019";3148
"Vozila - SKUPAJ";"Krško";"2010";19217
"Vozila - SKUPAJ";"Krško";"2011";19145
"Vozila - SKUPAJ";"Krško";"2012";19072
"Vozila - SKUPAJ";"Krško";"2013";19220
"Vozila - SKUPAJ";"Krško";"2014";19415
"Vozila - SKUPAJ";"Krško";"2015";19596
"Vozila - SKUPAJ";"Krško";"2016";20107
"Vozila - SKUPAJ";"Krško";"2017";20819
"Vozila - SKUPAJ";"Krško";"2018";21549
"Vozila - SKUPAJ";"Krško";"2019";22165
"Vozila - SKUPAJ";"Kungota";"2010";3198
"Vozila - SKUPAJ";"Kungota";"2011";3286
"Vozila - SKUPAJ";"Kungota";"2012";3285
"Vozila - SKUPAJ";"Kungota";"2013";3375
"Vozila - SKUPAJ";"Kungota";"2014";3419
"Vozila - SKUPAJ";"Kungota";"2015";3475
"Vozila - SKUPAJ";"Kungota";"2016";3544
"Vozila - SKUPAJ";"Kungota";"2017";3629
"Vozila - SKUPAJ";"Kungota";"2018";3712
"Vozila - SKUPAJ";"Kungota";"2019";3783
"Vozila - SKUPAJ";"Kuzma";"2010";1137
"Vozila - SKUPAJ";"Kuzma";"2011";1164
"Vozila - SKUPAJ";"Kuzma";"2012";1169
"Vozila - SKUPAJ";"Kuzma";"2013";1194
"Vozila - SKUPAJ";"Kuzma";"2014";1212
"Vozila - SKUPAJ";"Kuzma";"2015";1219
"Vozila - SKUPAJ";"Kuzma";"2016";1233
"Vozila - SKUPAJ";"Kuzma";"2017";1272
"Vozila - SKUPAJ";"Kuzma";"2018";1328
"Vozila - SKUPAJ";"Kuzma";"2019";1342
"Vozila - SKUPAJ";"Laško";"2010";9356
"Vozila - SKUPAJ";"Laško";"2011";9474
"Vozila - SKUPAJ";"Laško";"2012";9458
"Vozila - SKUPAJ";"Laško";"2013";9503
"Vozila - SKUPAJ";"Laško";"2014";9594
"Vozila - SKUPAJ";"Laško";"2015";9580
"Vozila - SKUPAJ";"Laško";"2016";9817
"Vozila - SKUPAJ";"Laško";"2017";10163
"Vozila - SKUPAJ";"Laško";"2018";10478
"Vozila - SKUPAJ";"Laško";"2019";10825
"Vozila - SKUPAJ";"Lenart";"2010";6009
"Vozila - SKUPAJ";"Lenart";"2011";5737
"Vozila - SKUPAJ";"Lenart";"2012";5527
"Vozila - SKUPAJ";"Lenart";"2013";5514
"Vozila - SKUPAJ";"Lenart";"2014";5605
"Vozila - SKUPAJ";"Lenart";"2015";5840
"Vozila - SKUPAJ";"Lenart";"2016";5974
"Vozila - SKUPAJ";"Lenart";"2017";6181
"Vozila - SKUPAJ";"Lenart";"2018";6334
"Vozila - SKUPAJ";"Lenart";"2019";6534
"Vozila - SKUPAJ";"Lendava/Lendva";"2010";7413
"Vozila - SKUPAJ";"Lendava/Lendva";"2011";7432
"Vozila - SKUPAJ";"Lendava/Lendva";"2012";7367
"Vozila - SKUPAJ";"Lendava/Lendva";"2013";7344
"Vozila - SKUPAJ";"Lendava/Lendva";"2014";7363
"Vozila - SKUPAJ";"Lendava/Lendva";"2015";7417
"Vozila - SKUPAJ";"Lendava/Lendva";"2016";7515
"Vozila - SKUPAJ";"Lendava/Lendva";"2017";7790
"Vozila - SKUPAJ";"Lendava/Lendva";"2018";7964
"Vozila - SKUPAJ";"Lendava/Lendva";"2019";8114
"Vozila - SKUPAJ";"Litija";"2010";9432
"Vozila - SKUPAJ";"Litija";"2011";9590
"Vozila - SKUPAJ";"Litija";"2012";9756
"Vozila - SKUPAJ";"Litija";"2013";9872
"Vozila - SKUPAJ";"Litija";"2014";10017
"Vozila - SKUPAJ";"Litija";"2015";10236
"Vozila - SKUPAJ";"Litija";"2016";10479
"Vozila - SKUPAJ";"Litija";"2017";10853
"Vozila - SKUPAJ";"Litija";"2018";11189
"Vozila - SKUPAJ";"Litija";"2019";11546
"Vozila - SKUPAJ";"Ljubljana";"2010";175833
"Vozila - SKUPAJ";"Ljubljana";"2011";174099
"Vozila - SKUPAJ";"Ljubljana";"2012";173574
"Vozila - SKUPAJ";"Ljubljana";"2013";172173
"Vozila - SKUPAJ";"Ljubljana";"2014";172489
"Vozila - SKUPAJ";"Ljubljana";"2015";178547
"Vozila - SKUPAJ";"Ljubljana";"2016";182643
"Vozila - SKUPAJ";"Ljubljana";"2017";189215
"Vozila - SKUPAJ";"Ljubljana";"2018";191288
"Vozila - SKUPAJ";"Ljubljana";"2019";195980
"Vozila - SKUPAJ";"Ljubno";"2010";1932
"Vozila - SKUPAJ";"Ljubno";"2011";1993
"Vozila - SKUPAJ";"Ljubno";"2012";2019
"Vozila - SKUPAJ";"Ljubno";"2013";2054
"Vozila - SKUPAJ";"Ljubno";"2014";2085
"Vozila - SKUPAJ";"Ljubno";"2015";2131
"Vozila - SKUPAJ";"Ljubno";"2016";2202
"Vozila - SKUPAJ";"Ljubno";"2017";2259
"Vozila - SKUPAJ";"Ljubno";"2018";2331
"Vozila - SKUPAJ";"Ljubno";"2019";2391
"Vozila - SKUPAJ";"Ljutomer";"2010";8438
"Vozila - SKUPAJ";"Ljutomer";"2011";8484
"Vozila - SKUPAJ";"Ljutomer";"2012";8517
"Vozila - SKUPAJ";"Ljutomer";"2013";8416
"Vozila - SKUPAJ";"Ljutomer";"2014";8565
"Vozila - SKUPAJ";"Ljutomer";"2015";8672
"Vozila - SKUPAJ";"Ljutomer";"2016";8889
"Vozila - SKUPAJ";"Ljutomer";"2017";9366
"Vozila - SKUPAJ";"Ljutomer";"2018";9657
"Vozila - SKUPAJ";"Ljutomer";"2019";9859
"Vozila - SKUPAJ";"Log - Dragomer";"2010";2076
"Vozila - SKUPAJ";"Log - Dragomer";"2011";2309
"Vozila - SKUPAJ";"Log - Dragomer";"2012";2471
"Vozila - SKUPAJ";"Log - Dragomer";"2013";2471
"Vozila - SKUPAJ";"Log - Dragomer";"2014";2513
"Vozila - SKUPAJ";"Log - Dragomer";"2015";2548
"Vozila - SKUPAJ";"Log - Dragomer";"2016";2586
"Vozila - SKUPAJ";"Log - Dragomer";"2017";2623
"Vozila - SKUPAJ";"Log - Dragomer";"2018";2661
"Vozila - SKUPAJ";"Log - Dragomer";"2019";2723
"Vozila - SKUPAJ";"Logatec";"2010";8779
"Vozila - SKUPAJ";"Logatec";"2011";8909
"Vozila - SKUPAJ";"Logatec";"2012";9019
"Vozila - SKUPAJ";"Logatec";"2013";9093
"Vozila - SKUPAJ";"Logatec";"2014";9237
"Vozila - SKUPAJ";"Logatec";"2015";9551
"Vozila - SKUPAJ";"Logatec";"2016";9813
"Vozila - SKUPAJ";"Logatec";"2017";10169
"Vozila - SKUPAJ";"Logatec";"2018";10656
"Vozila - SKUPAJ";"Logatec";"2019";11006
"Vozila - SKUPAJ";"Loška dolina";"2010";2822
"Vozila - SKUPAJ";"Loška dolina";"2011";2846
"Vozila - SKUPAJ";"Loška dolina";"2012";2860
"Vozila - SKUPAJ";"Loška dolina";"2013";2885
"Vozila - SKUPAJ";"Loška dolina";"2014";2929
"Vozila - SKUPAJ";"Loška dolina";"2015";2991
"Vozila - SKUPAJ";"Loška dolina";"2016";3045
"Vozila - SKUPAJ";"Loška dolina";"2017";3103
"Vozila - SKUPAJ";"Loška dolina";"2018";3208
"Vozila - SKUPAJ";"Loška dolina";"2019";3279
"Vozila - SKUPAJ";"Loški Potok";"2010";1493
"Vozila - SKUPAJ";"Loški Potok";"2011";1500
"Vozila - SKUPAJ";"Loški Potok";"2012";1500
"Vozila - SKUPAJ";"Loški Potok";"2013";1495
"Vozila - SKUPAJ";"Loški Potok";"2014";1522
"Vozila - SKUPAJ";"Loški Potok";"2015";1540
"Vozila - SKUPAJ";"Loški Potok";"2016";1573
"Vozila - SKUPAJ";"Loški Potok";"2017";1609
"Vozila - SKUPAJ";"Loški Potok";"2018";1620
"Vozila - SKUPAJ";"Loški Potok";"2019";1650
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2010";1948
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2011";1947
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2012";1964
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2013";1974
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2014";1988
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2015";2027
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2016";2070
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2017";2138
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2018";2153
"Vozila - SKUPAJ";"Lovrenc na Pohorju";"2019";2214
"Vozila - SKUPAJ";"Luèe";"2010";1034
"Vozila - SKUPAJ";"Luèe";"2011";1062
"Vozila - SKUPAJ";"Luèe";"2012";1087
"Vozila - SKUPAJ";"Luèe";"2013";1112
"Vozila - SKUPAJ";"Luèe";"2014";1108
"Vozila - SKUPAJ";"Luèe";"2015";1116
"Vozila - SKUPAJ";"Luèe";"2016";1159
"Vozila - SKUPAJ";"Luèe";"2017";1187
"Vozila - SKUPAJ";"Luèe";"2018";1241
"Vozila - SKUPAJ";"Luèe";"2019";1255
"Vozila - SKUPAJ";"Lukovica";"2010";4037
"Vozila - SKUPAJ";"Lukovica";"2011";4111
"Vozila - SKUPAJ";"Lukovica";"2012";4191
"Vozila - SKUPAJ";"Lukovica";"2013";4291
"Vozila - SKUPAJ";"Lukovica";"2014";4388
"Vozila - SKUPAJ";"Lukovica";"2015";4504
"Vozila - SKUPAJ";"Lukovica";"2016";4552
"Vozila - SKUPAJ";"Lukovica";"2017";4789
"Vozila - SKUPAJ";"Lukovica";"2018";4924
"Vozila - SKUPAJ";"Lukovica";"2019";5046
"Vozila - SKUPAJ";"Majšperk";"2010";2928
"Vozila - SKUPAJ";"Majšperk";"2011";2987
"Vozila - SKUPAJ";"Majšperk";"2012";3036
"Vozila - SKUPAJ";"Majšperk";"2013";3038
"Vozila - SKUPAJ";"Majšperk";"2014";3055
"Vozila - SKUPAJ";"Majšperk";"2015";3081
"Vozila - SKUPAJ";"Majšperk";"2016";3114
"Vozila - SKUPAJ";"Majšperk";"2017";3249
"Vozila - SKUPAJ";"Majšperk";"2018";3362
"Vozila - SKUPAJ";"Majšperk";"2019";3446
"Vozila - SKUPAJ";"Makole";"2010";1006
"Vozila - SKUPAJ";"Makole";"2011";1246
"Vozila - SKUPAJ";"Makole";"2012";1393
"Vozila - SKUPAJ";"Makole";"2013";1446
"Vozila - SKUPAJ";"Makole";"2014";1489
"Vozila - SKUPAJ";"Makole";"2015";1521
"Vozila - SKUPAJ";"Makole";"2016";1560
"Vozila - SKUPAJ";"Makole";"2017";1635
"Vozila - SKUPAJ";"Makole";"2018";1710
"Vozila - SKUPAJ";"Makole";"2019";1785
"Vozila - SKUPAJ";"Maribor";"2010";65201
"Vozila - SKUPAJ";"Maribor";"2011";64585
